id,expire_time,num_days,cost,reward,bonus_name,deposit_limit,rake_percent,bonus_code,deposit_multiplier,bonus_type,exclusive,bonus_tag,type,game_tags,cash_percentage,max_payout,reload_code,excluded_countries,deposit_amount,deposit_max_bet_percent,bonus_max_bet_percent,max_bet_amount,included_countries,fail_limit,game_percents,loyalty_percent,top_up,stagger_percent,ext_ids,progress_type,deposit_threshold,game_id,allow_race,allow_xp_calc,forfeit_bonus,deposit_active_bonus,frb_coins,frb_denomination,frb_lines,frb_cost,award_id,brand_id,keep_winnings,auto_activate_bonus_id,auto_activate_bonus_day,auto_activate_bonus_period,auto_activate_bonus_send_out_time
23072,2200-12-25,1,0,25,Phoenix Forge 25 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,500,0,103,0,,,,
23073,2200-12-25,1,0,30,Phoenix Forge 30 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,600,0,103,0,,,,
23074,2200-12-25,1,0,40,Phoenix Forge 40 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,800,0,103,0,,,,
23075,2200-12-25,1,0,50,Phoenix Forge 50 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,1000,0,103,0,,,,
23076,2200-12-25,1,0,75,Phoenix Forge 75 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,1500,0,103,0,,,,
23077,2200-12-25,1,0,100,Phoenix Forge 100 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,2000,0,103,0,,,,
23078,2200-12-25,1,0,150,Phoenix Forge 150 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,3000,0,103,0,,,,
23079,2200-12-25,1,0,200,Phoenix Forge 200 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vs20phoenixf,bonus,0,pragmatic_vs20phoenixf,0,0,1,0,1,10,0,4000,0,103,0,,,,
22816,2200-12-25,1,0,4,Buffalo King Megaways 4 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,80,0,103,0,,,,
22817,2200-12-25,1,0,5,Buffalo King Megaways 5 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,100,0,103,0,,,,
22818,2200-12-25,1,0,6,Buffalo King Megaways 6 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,120,0,103,0,,,,
22820,2200-12-25,1,0,10,Buffalo King Megaways 10 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,200,0,103,0,,,,
22821,2200-12-25,1,0,15,Buffalo King Megaways 15 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,300,0,103,0,,,,
22822,2200-12-25,1,0,20,Buffalo King Megaways 20 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,400,0,103,0,,,,
22823,2200-12-25,1,0,25,Buffalo King Megaways 25 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,500,0,103,0,,,,
22824,2200-12-25,1,0,30,Buffalo King Megaways 30 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,600,0,103,0,,,,
22825,2200-12-25,1,0,40,Buffalo King Megaways 40 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,800,0,103,0,,,,
22826,2200-12-25,1,0,50,Buffalo King Megaways 50 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,1000,0,103,0,,,,
22827,2200-12-25,1,0,75,Buffalo King Megaways 75 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,1500,0,103,0,,,,
22828,2200-12-25,1,0,100,Buffalo King Megaways 100 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,2000,0,103,0,,,,
22829,2200-12-25,1,0,150,Buffalo King Megaways 150 Free Spins - Reward,0,0,,0,freespin,2,pragmatic,reward,"slots,videoslots,scratch-cards,other,roulette,blackjack,videopoker,videoslots_jackpotbsg,videoslots_jackpot,videoslots_jackpotsheriff,table",0,0,,,0,0,0,0,,0,"rtp,rtp,rtp,0.1,0.1,0.1,0.1,rtp,rtp,rtp,rtp",0,0,0,pragmatic_vswaysbufking,bonus,0,pragmatic_vswaysbufking,0,0,1,0,1,10,0,3000,0,103,0,,,,
