user_id,withdrawal_id,ext_id,new_status,refund
4000012777,35018,98USMHDNZR7M6,disapproved,yes
4000023210,36371,92Z4XEUVBRK5N,disapproved,yes
4000033287,33628,KTQH9352H5Y7E,disapproved,yes
4000024638,169675952,503038409403,approved,no
