user_id,withdrawal_id,ext_id,new_status,refund
6598942,11682043,TDH9LMK3XVJHU,disapproved,yes
6831928,12093459,YD3CUTKG87WQE,disapproved,no
1966904850,11957381,EDEWGTYCFYGUJ,disapproved,no
1967001619,11948230,510059151012,approved,no
6482200,11958691,510050149439,approved,no
1966997172,11685683,157203072,disapproved,yes
