user_id,withdrawal_id,ext_id,new_status,refund
5551070,11981161,QKF8G99KAYQ5C,disapproved,yes
6407760,11984871,SK8CTFJM8MFT8,disapproved,yes
5343690,11984281,511148357253,approved,no
6870366,12031497,2BCL6SRGC5FV8,disapproved,yes
